Name,verified,location,created_at,description,followers_count,following_count,tweet_count
K11Marc,False,"New York, NY",2017-06-27T13:26:19.000Z,,3864,5004,322412
Moussa1915,False,"North Valley Stream, NY",2017-04-05T10:58:55.000Z,🇺🇸👍🏼 #bidenharris2020,32,542,2302
Francis2020M,False,CHILE,2018-09-16T02:58:53.000Z,"PATRIOTA NACIONAL CHILENO, MORIR SI ES NECESARIO POR LA PATRIA , POR LA RAZON O LA FUERZA🇨🇱🇨🇱💪💪🇨🇱",50,855,8325
Cesar_Reyes22,False,México,2009-09-08T23:18:00.000Z,Provida 💙,446,2376,32581
ccchrissyx3,False,NY USA,2020-12-03T09:15:02.000Z,"Trump won and we're gonna prove it! 
It's time to get up & fight for America and for our President! @realDonaldTrump!  3rd acct- suspended 2x...so far",149,423,281
Bob17Da,False,Valley Forge,2018-11-21T22:34:53.000Z,"Red-Pilled in Dec 2017
USN Vet.  
The Difficult We Do Immediately - The Impossible Takes a Little Longer.
Christian (More spiritual than religious)",6,14,1109
IAmMargoGrant,False,"Cambridge, MA U.S.A.",2009-03-30T00:33:45.000Z,"Bostonian, #INTJ, Visionary, World Traveler, #Pescatarian, Protector of Animals, Sr. VP of I.T., Environmentalist, Love #Bullmastiffs #FOLLOWME!!",755,799,2140
MichaelT_45,False,USA,2017-12-25T03:16:14.000Z,"🇺🇸ᴘʀᴏᴜᴅ ɴᴀᴠʏ ᴠᴇᴛᴇʀᴀɴ🇺🇸FB @GenFlynn @RyanAFournier @Laurenboebert
@realMikeLindell @RealMiniAOC #Conservative Opinions are mine and not that of employer",25755,18020,91261
saajida_dnm,False,,2011-05-03T18:46:39.000Z,,94,232,261
JeanneMolene,False,Antarctique,2019-09-16T13:26:55.000Z,"Antarctician cold , very cold.",512,303,40873
zoesinger,False,#̷̧̢̼̤͈̼̫̋̾Q̸̼͔͕̗͚̟̉̄̄͝a̷rmy,2009-05-02T01:43:49.000Z,"#BeBest
Sing4 NancySchaefer
StopChildTraffickin

f/b @GenFlynn

DigitalSoIdier
Mom2_5sons
LoveYeshua &45
EndStateKidnappin
#BendedKnee
Pray4WrongfullyImPrisoned",7480,4963,189751
1111winningf,False,,2016-10-25T17:39:28.000Z,Investor,5,152,31
ShakerMaker123,False,"Warrington, England, The World",2011-02-24T18:38:19.000Z,Information Isn't Knowledge!,198,213,6558
dqkk3l,False,,2010-10-29T00:04:29.000Z,,34,658,1207
nanner61_nancy,False,Florida USA,2017-08-27T22:17:21.000Z,For nothing will be impossible with God. Luke 1:37,2137,2970,13829
Lenrom10,False,"Denver, CO",2018-06-07T00:04:37.000Z,"I believe in the prophecies.Virgo the virgin with a 12 point crown appeared on Sept 23, 2017. The NWO is here. Get a relationship with God. Unite in prayer🙏🏼",777,861,52637
FNilooban,False,,2020-04-19T14:52:27.000Z,love eating,8,26,2659
LeonardCarril14,False,,2020-09-30T00:10:46.000Z,GOD FAMILY COUNTY! GUNS 🇺🇸 #MAGAA #KAG TRUMP 2020 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,185,661,17911
jdkitkat129,False,"Georgia, USA",2014-11-04T03:41:25.000Z,Women for Trump❤Georgia🍑!Adore my grandson Logan! Support President Trump🇺🇸Build the Wall🇺🇸Support Israel🇺🇸Pro-life❤IFB All Patriots🇺🇸#CCOT,20533,20631,54470
YeetsAaron,False,Las Vegas,2020-08-08T02:59:40.000Z,"Talk shit, take a shit, make bets, buy/sell art #Hustle",11,26,1713
ashleylucia__,False,"Boston, MA",2010-11-24T23:13:59.000Z,she/her 🌵🇻🇪🇨🇺,129,251,1082
corruptbritain,False,,2013-06-05T19:47:29.000Z,,1940,1726,55335
TheLastAtom,False,"Zion, New Jer(U.S.A.)lem©",2012-03-31T00:36:37.000Z,#MESSIAH 4Q521 מלך המשיח Holy One of Israel & Ishmael God of Abraham الله El Shaddai (Jésûs CHRIST) YHWH #iAM The LORD™ Elohim® (Atum-Ra) 🕉🙏💖😗👼✞✞✞,549,4999,9251
eggry,False,대한민국 ROK,2009-06-15T12:08:36.000Z,#PrayForKyoani Feel free to contact in 한국어日本語English flickr: https://t.co/sCmoXzbrLz Instagram: https://t.co/SFYHWVkwA3,3457,312,969623
schmegin,False,Behind you,2019-02-19T05:24:38.000Z,"Minarchist on hoppean journey, nullify everything outside of Artc1,Sec8, enemy to systems of faith that violate NAP, leave ppl alone/don’t take their stuff, UBU",788,1926,9144
slicknwicked,False,,2009-08-21T15:10:57.000Z,"God Sent Me
#SixPercent #BidenRiots #SaveOurChildren #BillClintonIsStillaPedo",686,1038,3796
Me202055,False,,2017-09-11T21:31:22.000Z,Trump 2020MAGA Informed Consent,786,888,27420
JohnBurtonGrah1,False,,2020-02-16T19:49:28.000Z,USA citizen⭐⭐⭐✝️🇺🇸👍,2052,1961,89195
fearlesswidow,False,,2012-06-23T22:51:58.000Z,"Author of ENTER THE HOLY SPIRIT, EXIT ME, about  supernatural gifts from the Holy Spirit; quickened to tell His glory  to  people  and nations.  MAGA!",8875,8872,186522
JamesTh92746818,False,,2019-02-13T06:58:40.000Z,,30,115,10565
ourcreator1,False,South Africa,2020-02-25T11:51:26.000Z,Targeted Individual (TI) - victim of gangstalking crimes,652,2780,4707
GODSINYOU,False,"Chicago, IL",2016-12-11T16:29:07.000Z,All that is necessary for the triumph of evil is for good men to do nothing. Edmund Burke,47,829,2257
witchtwo,False,,2010-01-14T10:52:53.000Z,"#BuyBritish #MadeinGreatBritain
https://t.co/u5Xj5CQ577
Parler @GaynorHeath",2074,2075,24030
IncubusAlan,False,In other peoples dreams !!,2014-08-02T20:50:06.000Z,"A guy with a strange sense of humour !!   Call me Al. Call me anything, BUT...Don't call me late for breakfast !  :-)
SCORPIO",794,1988,38918
dhathorn4895,False,"Louisiana, USA",2012-07-16T18:03:13.000Z,"I’m not a “person of color” so, I must be invisible.",988,3304,23311
philippglanzm11,False,,2020-10-17T13:24:56.000Z,0754122846,653,2944,4772
thebandeats,False,,2020-09-30T07:41:51.000Z,"Liberals are so gone, nothing can bring them to the right of the most high.
Entrepreneur . Patriot & Conservative",911,1453,1446
goldwatch8,False,,2019-05-23T12:21:18.000Z,,33,55,395
Sugar_Sev,False,"Florida, USA",2015-02-19T17:07:05.000Z,Freelance photographer and growing,612,497,41876
Directory420com,False,"Denver, Colorado",2015-03-04T01:35:18.000Z,"https://t.co/2B1PndSfRE is a Colorado based Recreational Cannabis & Medical  Marijuana Dispensary Directory with Locations, Reviews & Quality Info on Marijuana",4446,4998,15575
morgan7117,False,panhandle of Florida,2010-09-10T14:04:59.000Z,President Trump supporter,485,1688,3380
kristilynn677,False,"Pennsylvania, USA",2010-02-09T05:43:50.000Z,"Independent Consultant with Country Scents Candles. 
Independent Representative with Signature HomeStyles.
Married my best friend on 12-24-14",64,227,2706
Little___Bits,False,,2013-10-18T14:51:48.000Z,🚷Please don’t follow me🚷 🇺🇸Trump2020🇺🇸 🥩Paleolithic Ketogenic Diet 🥩 📢Romans 10:9-10 JESUS IS LORD!📢,93,1006,3491
ohzee209,False,"Stockton, CA",2009-11-21T21:18:11.000Z,"CEO of OhZeeClothing, Bread Winner #ElevateTheGame  #Rags2Riches #28grams 
#billionaireboys 
#thoughts4cash
#Iwin #ozinc",1473,4405,25977
talk_nyc,False,* New York City *,2015-11-19T04:55:34.000Z,"'Friday after Midnight' in NYC !!  
GREAT Music...News...Talk...Cool.    2:00 a.m. till 4 a.m.  
    - 93.5 WVIP-FM ( *simulcast on https://t.co/6dVE9Q8VeY )",2999,5000,116234
Trump4572603304,False,,2020-06-19T03:05:40.000Z,rebuilding my account AGAIN!!,1638,1049,5859
Calilucat,False,,2014-03-20T02:01:02.000Z,The best road to progress is freedom’s road - John F. Kennedy   #FightForTrump,295,299,3329
ZeeSteve1,False,"Portland, OR",2019-04-02T08:08:10.000Z,"Ocean Respector, https://t.co/dwNZXUQWnZ contributor, and Host of Super 70s Saturday on CBN https://t.co/ykDDqMXDQM…
⛴🐳🐋🐬🐟🐠🐡🦈🐙🐚🦀🦐🦑🐢🍤",1303,1151,10377
Ronnieweatherl6,False,Etats-Unis,2018-03-02T15:44:36.000Z,"Dad to a Beautiful Daughter and Twin Boys! Divorced 25 plus years! MAGA! Retired! Enjoy College Football, Softball. and working out at the Gym!",228,186,12124
PinsonKarlyn,False,"Independence, MO",2018-05-23T20:45:10.000Z,Retired. And Loving it,442,351,25453
terri10629204,False,,2020-12-10T02:12:04.000Z,🇺🇸PATRIOT🇺🇸MAGA🇺🇸🦅🇺🇸AMERICAN MADE🦅,152,628,3733
BirdKooleye40,False,,2013-06-10T04:16:19.000Z,"*WARNING: DO NOT FOLLOW IF YOU ARE SENSITIVE TO THE TRUTH. 😰😨😱

#GOD #CHRISTIAN #MAGA #FREEDOM",3528,4400,3476
st_oshi,False,,2019-05-23T19:42:28.000Z,If masks work why do we need 6 feet & if 6 feet works why do we need masks?,26,143,741
youknwwhat,False,"Texas, USA",2013-07-12T19:04:56.000Z,"Texan, American, Patriot. 



I know what I bring to the table... so trust me when I say I'm not afraid to eat alone.",100,228,3209
waspishly,False,,2015-12-07T18:52:12.000Z,"is this the Krusty Krab? NO THIS IS PATRICK
#WWG1WGA",126,401,18620
WendyBr16736861,False,,2020-10-18T21:33:28.000Z,,11,35,1682
Ayz,False,"Brampton, Ontario",2008-04-24T23:27:19.000Z,dopest artist you know / ye stan 🇨🇦 🇵🇰 🇩🇪,1622,126,92122
shilaKzK,False,Uk,2018-08-14T10:02:04.000Z,,181,678,3749
KeepAngela,False,,2017-01-08T06:12:15.000Z,,28,225,11698
HOPEGIRLBLOG,False,Morocco,2019-05-30T22:10:56.000Z,"You'll know them by their fruit. Celebrating the victory of my King, the Lord Jesus Christ.",483,156,3664
MidTNSavage,False,,2015-09-08T15:33:59.000Z,Just an asshole with a good heart that tends to get in to shit a lot. Middle TN is where you can find me Most of time. married #GBO,542,443,18787
stompk,False,Colorado,2009-03-27T12:54:48.000Z,"Earth matters.

Parakletos",6378,1575,25178
17RichardQ,False,TEXAS,2015-05-23T20:53:27.000Z,Married with an Amazing Wife and here to support our greatest President ever.  NAVY Veteran #KAG #MAGA #Trump2020  Shills & Democrat Bots will be blocked. ;),4246,4882,87910
SadeMyers11,False,,2020-03-10T18:53:09.000Z,"USA proud! Conservative, veteran, and Christian. I am 100% for God, country and family. Love all people and stand up for what is Right at all times! #MAGA🇺🇸",102,344,2398
CodyColeSloPoke,False,"Texas, USA",2013-01-17T15:57:15.000Z,Rehabilitated detriment to society through salvation in Jesus Christ the Son of God and Holy Spirit power! U.S. Army Veteran and Patriot! #MAGA #WWG1WGA QsentMe,533,1132,5168
caddy4deb,False,,2016-07-17T20:30:11.000Z,"“When governments fear the people, there is liberty. When the people fear the government, there is tyranny.”
~Thomas Jefferson",5026,5512,44318
car32708,False,,2017-01-17T02:28:47.000Z,,41,605,11698
PunisherMontee,False,,2020-08-20T18:13:12.000Z,"""Can you bind the chains of the Pleiades? Can you loosen Orion's belt?"" Job 38:31

3rd Account - Montee La Gamer  -Hi Jack

I am the pattern watcher. I see YOU.",933,1192,16684
DanPapineau,False,,2012-08-18T00:42:12.000Z,Healthy Living...alternative medecine....and just love nature,455,557,12030
nor997379,False,,2019-11-06T13:55:05.000Z,"If you dont Sacrifice for your Dream, then your Dream becomes your Sacrifice.",98,104,5212
olitasdmar,False,"ex México, ahora Pendejistan",2010-10-04T15:11:23.000Z,"Antifeminista.
Gusto de mi espacio y tranquilidad. No soy rara soy excéntrica, no tengo amigos, tengo fuentes. Mis convicciones son firmes... mis abdominales no",2869,1163,321648
Saltydog731,False,"Amherst, OH",2020-02-25T02:14:07.000Z,"73 Great Grandfather. Patriot .Golfer Shooter.
 Pumping Iron. WWG1WGA  . OLD SUB SAILOR. PLEASE !! NO DM's  !! #NONAQ",6481,7134,23387
R34LBeanz,False,Logic alley,2019-01-27T03:05:41.000Z,husband/father 🇺🇸 #2a 🇺🇸 #ProLife 🇺🇸 #1a 🇺🇸 #MAGA 🇺🇸 molon labe 🇺🇸 liberal logic is an oxymoron,883,1144,16468
MsS00343738,False,,2020-11-06T15:08:39.000Z,,2,27,381
kingreturns17,False,,2020-08-09T18:51:31.000Z,,26,40,709
ChrissyFoss1,False,,2015-12-02T20:22:14.000Z,"Retired Police Detective, 31 1/2 years. Married. #SECOND AMMENDMENT, #MAGA, #PROUD AMERICAN.",932,1174,20471
yodadaddy69,False,Out there ,2013-09-08T16:00:08.000Z,public enemy #1     guru of sorts and sports,165,11,14447
dropnoel,False,hell,2012-05-05T12:22:00.000Z,"Pro Trump. Christian. Conservative. follow me, follow you. Pro life. Firm believer in the Darwin Award. Not responding to messages. Many iterations from home. Q",169,279,10530
Lynne02225297,False,,2020-05-14T14:08:39.000Z,,38,90,568
breanneSrice,False,"Utah, USA",2017-06-17T01:46:38.000Z,sc // breanne.rice 🇺🇸🇺🇸,645,550,1293
ThierryRonce,False,,2020-09-22T05:29:55.000Z,Abrégé de lettre. En instance...,49,212,1868
fushelly,False,United States,2012-04-12T12:17:26.000Z,"Christian, Quirky Achiever, compassionate, enthusiast, conservative, thinking independent, constitutionalist. #45 Constitutional Conservative!🇺🇸 #MAGA",3708,4305,56941
TheRealGMoney76,False,,2014-02-15T08:41:40.000Z,"You can take the kid out of Brooklyn, but you can't take the Brooklyn out of the kid. NYG/NYR/NYY/NYK
Jewish Conservative
#MAGA
#IStandWithIsrael",1736,2567,28496
whizzki98159165,False,🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧,2020-02-04T09:23:15.000Z,Recent studies suggest that 1 out of 3 liberals is just as dumb as the other 2.,114,76,11096
batak2019,False,Australia,2017-02-07T01:18:23.000Z,Fans of conservative,86,845,28790
EddWords_,False,Etats-Unis,2013-11-14T16:03:39.000Z,"A very happy, young - -🐸🐸🐸 - - looking forward to a bright and wonderful future.
#MAGA #KAG #AskTheQuestion #HisNameWasSethRich",248,637,5839
rach85651397,False,,2020-07-02T13:10:40.000Z,Loves animals. Carlton Blues. Ricky Gervais  🇦🇺,283,1163,4074
techvestventure,False,"NC, CA, Germany",2008-07-01T23:35:54.000Z,"With evidence: Christian. Hi-tech VC ventures. Legal Immigrant. Intelligent diversity is a strength, but needs civilization, Constitution, cultural consensus...",1348,2584,94960
RonaBlack44,False,,2020-09-11T06:40:26.000Z,"They told me reach out, admit you need help! I did, no one listened mother/carer/cancer surviver thus far... Love Ireland and her people.",83,335,1653
Alvin57832329,False,,2019-05-18T05:31:54.000Z,,46,578,11945
MrFitting,False,,2020-08-11T06:18:12.000Z,outside the box thinker! worldwide citizen meanwhile I dwell in one place!,2,45,340
GeoQma,False,"California, USA",2020-05-27T02:16:09.000Z,,30,157,3430
gypshe,False,"Indiana, USA",2009-07-09T21:18:56.000Z,"#MAGA, Free Spirit, Free Patriot, Free Thinker, Sovereign, down-to-earth, face to the wind, singer, dancer, musician, holding onto hope...",641,1689,17719
PatriotRae,False,Rabbit hole,2009-02-08T08:56:44.000Z,#AuditTheVote #2A #USMC #HangPedos #ThankYouKappy #NoFaceDiapers😷#NoGreatReset2030 #EconomicDevelopment & #FinancialAnalysis #NeverGiveUp,5206,5485,26955
VivianM61425009,False,Pueblo  CO,2018-09-11T16:43:49.000Z,"Proud Patriot, seeker of Truth and Justice for ALL!  MAGA!😊 no DMs",3610,4953,54761
HadleyMaga,False,,2020-07-30T02:05:00.000Z,"Asian Hawaiian born in USA, Christian, MAGA supporter",355,714,6821
LionToa,False,,2019-12-24T04:54:28.000Z,"Opinions- wake up, learn history. Wake up, learn facts. When polices force high cost of living then mass poverty with a rich ruling class(socialism, communism)",551,849,44695
krhomolka,False,NC,2012-03-23T01:35:15.000Z,#LiberalismIsAMentalDisorder #MAGA #ProLife #BuildTheWall #VoterID #AmericaFirst #AbortionIsMurder #StopChildTrafficking #VaccineChoice #ReligiousFreedom,1516,2101,87362
Iamconk2020,False,,2020-07-16T16:06:07.000Z,,64,441,1730
Truethseeking,False,"Minnesota, USA",2018-06-21T06:03:47.000Z,MAGA 🔥🇺🇸PRO🚔TEAM🔥TRUMP2020🔥,1596,4163,3946
daryl_trump,False,,2017-05-29T16:21:44.000Z,#MAGA,825,1004,12128
Ivan77493295,False,,2019-06-26T15:50:02.000Z,"Christian. Trump Supporter. Conservative. Gun Supporter. Strong Family. Safe Country, we need a border Wall. Abortion is Murder. 1 Man + 1 Woman = Marriage",90,185,6479
OnealVonda,False,,2018-12-08T02:01:34.000Z,,93,190,6922
kingcharm,False,Know Your Strengths,2020-10-08T22:44:37.000Z,,2,12,331
Vdoe53759101,False,,2020-02-29T04:57:33.000Z,,19,183,2007
ShivuriDenis,False,"Alberton, South Africa",2013-06-04T19:53:29.000Z,,612,1173,2609
DebbieStuart16,False,,2020-03-16T00:54:36.000Z,"Conservative,Old fashioned
 self thinker.#forGodandCountry 
Patriot- #KAG",284,312,9964
LeaSavoy,False,The Dark Side of Right,2009-04-26T18:22:29.000Z,Constitutionalist • Empath Exorcist of Evildoers • Wrangler w/physics of heavy metal thingys • Cowgirl • Back to Filmmaking when I'm done here.,3884,4789,308039
meldu5,False,USA,2016-10-18T23:30:21.000Z,"MAGA, Support LE, Military, 🚫DATES! #IFBP, WWG1WGA, FB:@GenFlynn @RealDrGina @Harlan @cvpayne @GrrrGraphics @codeofvets @michaeljohns, 
Blk'd By: Rosie O. 😂",36846,37309,94325
American1959,False,"Virginie, USA",2016-11-10T00:42:01.000Z,Constitutional American,208,362,10971
gailsline,False,Virginia,2009-10-22T02:27:04.000Z,"Jesus, Catholic convert, Rosary, Divine Mercy, DAR;EMT;NRA; FSA Scot; Mayflower;Prolife, MAGA,F/B @GenFlynn, @ScottPresler,@DineshDSouza, @catturd2;♥️ArielsArmy",41167,30189,240021
MaryMargaretTK,False,,2019-09-29T04:39:54.000Z,🇺🇸♥️Veterans - Military - LE - Family - God - Country - Make America Great Again - CCOT - ArmyBrat- Trump2020 -KAG -CodeOfVet -IStandWithGenFlynn♥️🇺🇸,7855,7820,145847
hppyjesusfreak,False,United States,2009-05-05T04:59:13.000Z,JesusFollower H͟O͟L͟Y͟S͟P͟I͟R͟I͟T͟🔥Herbalist-N-Purist🍃On the Spectrum #MAGA #KAG #TRUMP2020🇺🇸 #IFBAP #psalm91 https://t.co/K3GSXLCtvV,21613,3278,16181
HughMatheny,False,,2018-07-30T08:30:16.000Z,Just a guy,18,102,1641
TaehongChowa,False,,2016-01-15T09:24:53.000Z,Well Being,1241,5001,79808
NataileD35,False,,2018-04-18T17:35:29.000Z,,101,502,2756
FrauPatriot,False,America 🇺🇸,2017-03-16T20:18:12.000Z,Dweller on The Commonsensical Island of Trumpville ⚓️ Always allow your ❤️ to Love for that’s GOD’s will.,7918,6938,27725
McguireScotty,False,America ,2017-05-11T17:11:58.000Z,"MAGA🇺🇸TrumpTrain 
Artist, I read the news & pass it along. History of Television Production. Student of Biblical Prophecy. Anti-Communist 🇺🇸   Independent",53317,50816,364596
TSnoman,False,,2020-03-25T17:41:51.000Z,"WWG1WGA-   I AM AN AMERICAN PATRIOT., Q ....",313,516,15962
